OcrRecordIndex,TransactionIndex,NumTransactionIndices,Document_Type,Amount,Company,Day,Month,Year,Document_Number,PurchaseOrder_Number,Cheque_Number
71753,"[1877, 7597, 4809, 19412, 19747, 3867, 17073, 2868]",8,Cheque,410000,MISSING NAME,15,9,2003,794821,NoPurchaseOrderNumberField,NoChequeNumberField
71755,"[1832, 12045, 5661, 4462, 15949]",5,Cheque,1200000,MISSING NAME,4,9,2003,794864,NoPurchaseOrderNumberField,NoChequeNumberField
71757,"[2253, 11521, 2291, 3255]",4,Cheque,82700,MISSING NAME,4,3,2004,830390,NoPurchaseOrderNumberField,NoChequeNumberField
71765,"[1631, 7575, 17279, 3376, 18013, 9146]",6,Cheque,324696,Ecumed Petroleum Grombalia LTD,29,6,2003,754216,NoPurchaseOrderNumberField,NoChequeNumberField
71770,"[5983, 17032, 4793, 19798, 2801]",5,Cheque,MISSING,MISSING NAME,31,7,2007,2317759,NoPurchaseOrderNumberField,NoChequeNumberField
71771,"[5239, 59]",2,Cheque,MISSING,M Le Reqeuew des Finances,2,9,2007,2155237,NoPurchaseOrderNumberField,NoChequeNumberField
71776,"[6724, 3433, 1577, 9384, 5577]",5,Cheque,1111500,MISSING NAME,1,2,2008,2394513,NoPurchaseOrderNumberField,NoChequeNumberField
71777,[2713],1,Cheque,2160891,Tunis Telecom,24,8,2004,882924,NoPurchaseOrderNumberField,NoChequeNumberField
71780,[2546],1,Cheque,132546,UNREADABLE NAME,12,7,2004,874106,NoPurchaseOrderNumberField,NoChequeNumberField
71781,"[2473, 13989, 1769]",3,Cheque,158700,Steg,16,6,2004,870311,NoPurchaseOrderNumberField,NoChequeNumberField
71782,"[13031, 18474]",2,Cheque,20840696,Takhani Amine,3,11,2010,3256973,NoPurchaseOrderNumberField,NoChequeNumberField
71783,"[12645, 2936, 10290]",3,Cheque,4000000,MISSING NAME,9,10,2006,933044,NoPurchaseOrderNumberField,NoChequeNumberField
71787,"[10968, 15135, 13073]",3,Cheque,48235750,SLUM,25,11,2004,3066465,NoPurchaseOrderNumberField,NoChequeNumberField
71788,"[6970, 1578, 11867, 9372, 5605, 3415]",6,Cheque,1020000,Ben Taleb Hamadi,27,2,2008,2394546,NoPurchaseOrderNumberField,NoChequeNumberField
71790,[14664],1,Cheque,MISSING,Steg,21,9,2011,3494129,NoPurchaseOrderNumberField,NoChequeNumberField
71792,"[15156, 6398, 11125, 19147]",4,Cheque,MISSING,MISSING NAME,NaN,NaN,NaN,3521165,NoPurchaseOrderNumberField,NoChequeNumberField
71796,"[8196, 14846]",2,Cheque,12780100,Destination Tourisme & Voyages,3,9,2008,2500156,NoPurchaseOrderNumberField,NoChequeNumberField
71797,"[17094, 4871, 5990]",3,Cheque,UNREADABLE,MISSING NAME,19,9,2006,933041,NoPurchaseOrderNumberField,NoChequeNumberField
71802,"[6016, 19099, 17159, 2889, 4888, 18455, 17640]",7,Cheque,MISSING,Cableries Tunisiennes,16,8,2007,2317848,NoPurchaseOrderNumberField,NoChequeNumberField
71804,"[13802, 2275, 17501, 11659, 19627]",5,Cheque,217461333,CNSS,13,4,2011,3392312,NoPurchaseOrderNumberField,NoChequeNumberField
71808,"[7299, 19239, 1716, 19021, 4431, 2447, 17589]",7,Cheque,2100000,MISSING NAME,30,4,2008,2394696,NoPurchaseOrderNumberField,NoChequeNumberField
71809,[10757],1,Cheque,2467008,All Logistics,19,10,2009,3066418,NoPurchaseOrderNumberField,NoChequeNumberField
71812,"[4777, 12319, 17392, 14472, 16893, 18796]",6,Cheque,MISSING,Total Tunisie,24,8,2006,2091887,NoPurchaseOrderNumberField,NoChequeNumberField
71814,"[1963, 18368, 2681, 18740, 17658, 4693]",6,Cheque,276200,MISSING NAME,31,10,2003,794920,NoPurchaseOrderNumberField,NoChequeNumberField
71815,"[14607, 12505, 2895, 18133, 4906]",5,Cheque,2304900,Poly Aluminium,24,8,2011,3332361,NoPurchaseOrderNumberField,NoChequeNumberField
71817,"[1572, 3437, 6721, 5563]",4,Cheque,1000000,MISSING NAME,19,4,2003,754285,NoPurchaseOrderNumberField,NoChequeNumberField
71819,"[4792, 16987, 5894]",3,Cheque,54640,T. Telecom,1,9,2006,2091906,NoPurchaseOrderNumberField,NoChequeNumberField
71820,"[6668, 17990, 9536, 19303, 3904, 3905, 1469, 19639]",8,Cheque,4178789,Poly Aluminium,21,1,2008,2394314,NoPurchaseOrderNumberField,NoChequeNumberField
71823,"[2396, 9111, 6663, 19647, 4294, 18972, 13982]",7,Cheque,298350,MISSING NAME,5,5,2004,801372,NoPurchaseOrderNumberField,NoChequeNumberField
71825,"[7979, 5059, 10470, 6156]",4,Cheque,510900,Steg,29,7,2008,2500116,NoPurchaseOrderNumberField,NoChequeNumberField
71827,"[5245, 13488, 3095, 18965, 18966, 15295]",6,Cheque,2000000,MISSING NAME,13,1,2007,2155271,NoPurchaseOrderNumberField,NoChequeNumberField
71829,"[9704, 3520, 19019, 13985, 18018]",5,Cheque,800626,Poly Electric,2,5,2009,2635116,NoPurchaseOrderNumberField,NoChequeNumberField
71834,"[5208, 3029, 18435, 10731]",4,Cheque,871852,Assurance,26,12,2006,2165173,NoPurchaseOrderNumberField,NoChequeNumberField
71837,"[14667, 5056, 8032]",3,Cheque,20008000,All Logistics,26,9,2011,3494151,NoPurchaseOrderNumberField,NoChequeNumberField
71839,"[6138, 19431]",2,Cheque,5000000,Total,11,9,2007,2317961,NoPurchaseOrderNumberField,NoChequeNumberField
71840,"[2010, 19393, 5855, 18742, 2718, 19722]",6,Cheque,7000000,MISSING NAME,3,12,2003,807701,NoPurchaseOrderNumberField,NoChequeNumberField
71841,"[4719, 14313, 1970, 2671, 5848, 17672, 9899]",7,Cheque,1900568,MISSING NAME,9,8,2006,2091868,NoPurchaseOrderNumberField,NoChequeNumberField
71842,"[6409, 10961, 19524]",3,Cheque,8020478,Comptoir el Amen,19,11,2007,2394354,NoPurchaseOrderNumberField,NoChequeNumberField
71844,"[4812, 7587, 16410, 17067, 3861, 2850, 14474]",7,Cheque,119000,MISSING NAME,14,9,2006,2091933,NoPurchaseOrderNumberField,NoChequeNumberField
71846,"[1727, 7197, 19230, 2440, 17586]",5,Cheque,750000,MISSING NAME,22,7,2003,776821,NoPurchaseOrderNumberField,NoChequeNumberField
71848,"[4336, 6717, 5474, 15728, 8988, 18979]",6,Cheque,MISSING,M Le Reqeuew des Finances,16,4,2006,943660,NoPurchaseOrderNumberField,NoChequeNumberField
71850,"[6242, 665]",2,Cheque,10292857,Nokhtar Slame,1,10,2007,2317800,NoPurchaseOrderNumberField,NoChequeNumberField
71851,"[1847, 12038, 15959, 2512]",4,Cheque,274625,MISSING NAME,10,9,2003,794875,NoPurchaseOrderNumberField,NoChequeNumberField
71853,"[5212, 18476, 13619, 14989]",4,Cheque,5891801,WWC,28,12,2006,2165193,NoPurchaseOrderNumberField,NoChequeNumberField
71854,"[10062, 3725]",2,Cheque,2070000,UNREADABLE NAME,4,6,2009,2635204,NoPurchaseOrderNumberField,NoChequeNumberField
71856,"[3101, 19597, 13517]",3,Cheque,8011000,MISSING NAME,17,1,2005,918060,NoPurchaseOrderNumberField,NoChequeNumberField
71858,"[13459, 5168, 5169, 5171, 5172, 5174, 5175, 5177, 5178, 5180, 5181, 72]",12,Cheque,11038138,Tunisiana SA,11,1,2011,3302207,NoPurchaseOrderNumberField,NoChequeNumberField
71860,"[2446, 19257, 1722, 11945, 4426, 17592]",6,Cheque,863000,VoyageAir SARL,8,6,2004,870293,NoPurchaseOrderNumberField,NoChequeNumberField
71863,"[1575, 9499, 6725, 5572]",4,Cheque,412650,MISSING NAME,23,4,2003,754288,NoPurchaseOrderNumberField,NoChequeNumberField
71865,"[13757, 17745, 18635, 10306, 15309, 3253, 2105]",7,Cheque,2280000,UNREADABLE NAME,1,4,2011,3361005,NoPurchaseOrderNumberField,NoChequeNumberField
71866,"[7963, 19443]",2,Cheque,3376640,Comptoir el Amen,29,1,2008,2474444,MISSING,NoChequeNumberField
71868,"[1997, 14314, 5755, 18762, 3697]",5,Cheque,350589,Serviced,11,11,2003,807745,NoPurchaseOrderNumberField,NoChequeNumberField
71870,"[6266, 14685]",2,Cheque,2465000,HBC,15,10,2007,2394245,NoPurchaseOrderNumberField,NoChequeNumberField
71873,[8026],1,Cheque,8222470,Assurance,NaN,NaN,NaN,2500143,NoPurchaseOrderNumberField,NoChequeNumberField
71876,"[18150, 14983, 18868]",3,Cheque,788000,Tri Car Location de Voitures,14,12,2004,572242,NoPurchaseOrderNumberField,NoChequeNumberField
71878,"[5263, 3138, 15437, 13744]",4,Cheque,583478,Sotele Plus,24,1,2007,2155277,NoPurchaseOrderNumberField,NoChequeNumberField
71880,"[15140, 19155, 18860, 6380]",4,Cheque,391652,Copie RB,1,12,2011,3521171,NoPurchaseOrderNumberField,NoChequeNumberField
71885,"[13984, 9709, 3535, 18016, 4432]",5,Cheque,5640000,MISSING NAME,25,5,2011,3392424,NoPurchaseOrderNumberField,NoChequeNumberField
71887,"[3065, 18439, 5182, 10732]",4,Cheque,13000,UNREADABLE NAME,28,12,2004,870370,NoPurchaseOrderNumberField,NoChequeNumberField
71889,"[5482, 1406, 19221]",3,Cheque,194000,MISSING NAME,13,4,2006,957068,NoPurchaseOrderNumberField,NoChequeNumberField
71892,"[4303, 18988, 6691, 9126]",4,Cheque,434900,MISSING NAME,2,5,2006,943671,NoPurchaseOrderNumberField,NoChequeNumberField
71894,"[1840, 15931, 31, 14001, 5649]",5,Cheque,3728939,M Le Reqeuew des Finances,11,8,2003,776878,NoPurchaseOrderNumberField,NoChequeNumberField
71898,"[5322, 5356, 19250, 17203, 9383, 4026]",6,Cheque,270300,UNREADABLE NAME,9,2,2007,2155210,NoPurchaseOrderNumberField,NoChequeNumberField
71899,"[6377, 15122, 19150, 18859]",4,Cheque,30000000,MISSING NAME,21,11,2007,2394287,NoPurchaseOrderNumberField,NoChequeNumberField
71900,"[4154, 1357, 2318, 2319, 2320, 2321, 2322, 2323, 2324, 2325, 2326, 2327, 3329, 5438]",14,Cheque,2500000,Total,8,3,2006,943560,NoPurchaseOrderNumberField,NoChequeNumberField
71902,"[7020, 1622, 9142]",3,Cheque,1111680,Techno Flex,25,2,2008,2394626,NoPurchaseOrderNumberField,NoChequeNumberField
71903,"[10429, 5007]",2,Cheque,590000,MISSING NAME,2,4,2001,2801167,NoPurchaseOrderNumberField,NoChequeNumberField
71904,"[6283, 14684, 3027]",3,Cheque,1609012,A.S Express,10,10,2007,2317813,NoPurchaseOrderNumberField,NoChequeNumberField
71906,"[15293, 19179, 11100]",3,Cheque,12439769,Tunisiana SA,1,12,2011,3521178,NoPurchaseOrderNumberField,NoChequeNumberField
71909,"[1426, 6666, 13625, 15732]",4,Cheque,726762,MISSING NAME,14,2,2003,738356,NoPurchaseOrderNumberField,NoChequeNumberField
71910,"[13203, 10954, 6403]",3,Cheque,11115700,UNREADABLE NAME,26,11,2010,3257110,NoPurchaseOrderNumberField,NoChequeNumberField
71913,"[1837, 12054, 5687, 15942, 4493, 2538]",6,Cheque,1041612,MISSING NAME,4,9,2003,794866,NoPurchaseOrderNumberField,NoChequeNumberField
71916,"[4493, 12054, 5687, 15942, 2538, 1837]",6,Cheque,987970,MISSING NAME,19,6,2006,1600024,NoPurchaseOrderNumberField,NoChequeNumberField
71917,[5158],1,Cheque,3737744,MISSING NAME,19,12,2006,2165165,NoPurchaseOrderNumberField,NoChequeNumberField
71920,"[4060, 5354, 2095, 19253, 9502]",5,Cheque,5700190,Sohartram Gabes,23,1,2006,925570,NoPurchaseOrderNumberField,NoChequeNumberField
71921,"[12853, 6280, 10653, 19498]",4,Cheque,MISSING,MISSING NAME,13,12,2006,957089,NoPurchaseOrderNumberField,NoChequeNumberField
71923,"[13024, 18449, 429, 5197, 10794, 3073]",6,Cheque,108000,Tasnime Voyage & Tourisme,2,11,2010,3256954,NoPurchaseOrderNumberField,NoChequeNumberField
71926,"[4039, 17518, 2185, 11681, 17953]",5,Cheque,2387170,Assurance Star,2,2,2006,943504,NoPurchaseOrderNumberField,NoChequeNumberField
71927,"[7327, 5727, 9907, 4559, 17346]",5,Cheque,2574500,MISSING NAME,8,5,2008,2394720,NoPurchaseOrderNumberField,NoChequeNumberField
71928,"[10963, 13143, 19529]",3,Cheque,MISSING,Hotel am Bassendews,16,11,2006,957051,NoPurchaseOrderNumberField,NoChequeNumberField
71930,"[1528, 9039, 5491]",3,Cheque,1627841,MISSING NAME,18,3,2003,738289,NoPurchaseOrderNumberField,NoChequeNumberField
71931,"[2400, 8964, 6652, 19648, 4261, 4262, 4263, 4264, 4265, 4266, 4267, 4270, 4268, 4269, 4271, 4272, 4273, 4274, 4275, 4276, 4277, 4278, 4279, 19835, 4282, 4283, 4284, 4285, 4286, 4289, 4287, 4288, 13939]",33,Cheque,75900,MISSING NAME,8,5,2004,801373,NoPurchaseOrderNumberField,NoChequeNumberField
71935,"[4149, 5442, 1472, 2348, 15572]",5,Cheque,4000000,UNREADABLE NAME,13,3,2006,943572,MISSING,NoChequeNumberField
71936,"[19312, 11946, 7196, 18715, 4424, 2427]",6,Cheque,UNREADABLE,MISSING NAME,31,5,2006,UNREADABLE,NoPurchaseOrderNumberField,NoChequeNumberField
71940,[6248],1,Cheque,2084727,MISSING NAME,NaN,NaN,NaN,2317805,NoPurchaseOrderNumberField,NoChequeNumberField
71941,"[1634, 9358, 5543, 6710, 3436]",5,Cheque,294292,MISSING NAME,NaN,NaN,NaN,754178,NoPurchaseOrderNumberField,NoChequeNumberField
71943,"[5120, 12710, 17461]",3,Cheque,4231801,Frgati,22,11,2006,2164961,NoPurchaseOrderNumberField,NoChequeNumberField
71948,"[14126, 9527, 4457, 2489, 1793, 12031]",6,Cheque,8945378,Assurance,8,6,2011,3392444,NoPurchaseOrderNumberField,NoChequeNumberField
71949,"[4174, 15797, 17204, 11723, 17984]",5,Receipt,78830772,UNREADABLE NAME,NaN,NaN,NaN,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
71951,"[10965, 13148]",2,Cheque,636146,Planet Tunisie,11,11,2009,3066446,NoPurchaseOrderNumberField,NoChequeNumberField
71952,"[3555, 13993, 17322, 1749, 1750, 1751, 1752, 1753, 1754, 1755, 1756, 1757, 1758, 1759, 1760, 1761, 4440]",17,Cheque,1000000,MISSING NAME,2,9,2006,909023,NoPurchaseOrderNumberField,NoChequeNumberField
71953,[13950],1,Cheque,MISSING,Yassine Info Plus,3,5,2011,3392342,NoPurchaseOrderNumberField,NoChequeNumberField
71954,"[6233, 19462]",2,Cheque,1766000,Poly Aluminium,24,9,2007,2317789,NoPurchaseOrderNumberField,NoChequeNumberField
71955,"[6997, 17784, 11893, 5592, 1681]",5,Receipt,5001.31,Best Bank,15,5,2006,1FT/06135/00243,MISSING,NoChequeNumberField
71957,"[10699, 19518]",2,Cheque,1377113,Bureau Plus,1,10,2009,2801200,NoPurchaseOrderNumberField,NoChequeNumberField
71959,"[4145, 1355, 2337, 3333]",4,Cheque,3000000,Societe Ariana Legition,10,3,2006,943566,NoPurchaseOrderNumberField,NoChequeNumberField
71960,"[3716, 19045, 7356, 4785]",4,Cheque,248000,MISSING NAME,7,10,2005,909081,NoPurchaseOrderNumberField,NoChequeNumberField
71962,"[2795, 14480, 16954, 19086, 18412]",5,Cheque,MISSING,MISSING NAME,NaN,NaN,NaN,1000383,NoPurchaseOrderNumberField,NoChequeNumberField
71968,"[4070, 3400, 11855, 5366, 17251]",5,Cheque,459000,MISSING NAME,22,2,2006,943531,NoPurchaseOrderNumberField,NoChequeNumberField
71969,"[1927, 17326, 7376, 17805, 9905]",5,Cheque,2000000,MISSING NAME,15,10,2003,794902,NoPurchaseOrderNumberField,NoChequeNumberField
71970,[18902],1,Cheque,MISSING,BSB Toyota,30,10,2008,932934,NoPurchaseOrderNumberField,NoChequeNumberField
71973,"[6697, 19652, 8980, 4310, 18977]",5,Cheque,60080008,MISSING NAME,14,1,2008,2394479,NoPurchaseOrderNumberField,NoChequeNumberField
71975,[384],1,Cheque,10000000,UNREADABLE NAME,29,7,2011,3163653,NoPurchaseOrderNumberField,NoChequeNumberField
71979,[13375],1,Cheque,1667103,ESS,11,1,2011,3302155,NoPurchaseOrderNumberField,NoChequeNumberField
71980,"[15140, 19155, 18860, 6380]",4,Cheque,311000,MISSING NAME,31,10,2008,2470321,NoPurchaseOrderNumberField,NoChequeNumberField
71982,"[14800, 19152]",2,Cheque,10000000,MISSING NAME,12,10,2011,3494167,NoPurchaseOrderNumberField,NoChequeNumberField
71983,"[7810, 5849, 2044, 12646, 17686, 14626]",6,Cheque,5594309,Assurance Salim,14,7,2008,2500097,NoPurchaseOrderNumberField,NoChequeNumberField
71984,"[3693, 4589, 18055, 2634, 536, 7349]",6,Cheque,950000,MISSING NAME,4,10,2005,909072,NoPurchaseOrderNumberField,NoChequeNumberField
71986,"[4469, 1785, 12060, 9518]",4,Cheque,196620,MISSING NAME,12,6,2006,1600002,NoPurchaseOrderNumberField,NoChequeNumberField
71988,"[1880, 2546, 18060, 3645, 19354]",5,Cheque,110000,MISSING NAME,22,9,2003,794878,NoPurchaseOrderNumberField,NoChequeNumberField
71990,"[9708, 3603, 3559, 3605, 3606, 3562, 3589, 3598, 3595, 3597, 18032, 18657, 9728, 4429]",14,Cheque,1116250,Mohamed el Atri,6,5,2009,2635128,NoPurchaseOrderNumberField,NoChequeNumberField
71991,"[1708, 18634, 1721]",3,Cheque,1446000,VoyageAir SARL,8,7,2003,754260,NoPurchaseOrderNumberField,NoChequeNumberField
71992,"[4726, 2733, 16883, 12344]",4,Cheque,1077915,MISSING NAME,NaN,NaN,NaN,2091885,NoPurchaseOrderNumberField,NoChequeNumberField
71993,"[12880, 14799]",2,Cheque,2462800,ETS Bali Lassaad,13,10,2010,3257170,NoPurchaseOrderNumberField,NoChequeNumberField
71996,[9145],1,Cheque,100000000,STE Equipetrol,12,2,2009,2635032,NoPurchaseOrderNumberField,NoChequeNumberField
71998,"[10254, 17136, 2932]",3,Cheque,112000,MISSING NAME,22,9,2006,933043,NoPurchaseOrderNumberField,NoChequeNumberField
71999,"[5605, 1578, 11867, 9372, 6970, 3415]",6,Cheque,3367030,TRC,4,4,2007,2155179,NoPurchaseOrderNumberField,NoChequeNumberField
72000,"[4609, 18391, 3781, 2641]",4,Cheque,UNREADABLE,MISSING NAME,26,7,2006,1600129,NoPurchaseOrderNumberField,NoChequeNumberField
72005,"[27, 8493]",2,Cheque,593750,MISSING NAME,29,11,2007,2344813,NoPurchaseOrderNumberField,NoChequeNumberField
72006,"[2565, 12122, 17652, 4565]",4,Cheque,2000000,MISSING NAME,20,7,2004,874121,NoPurchaseOrderNumberField,NoChequeNumberField
72008,[8354],1,Cheque,10060300,Destination Tourisme & Voyages,8,10,2008,2500180,NoPurchaseOrderNumberField,NoChequeNumberField
72011,,,Cheque,809871,UNREADABLE NAME,10,4,2006,957059,NoPurchaseOrderNumberField,NoChequeNumberField
72012,"[6987, 17782, 11881, 5603, 17222]",5,Cheque,754000,MISSING NAME,7,3,2008,2394531,NoPurchaseOrderNumberField,NoChequeNumberField
72018,"[14114, 1781, 19792, 32, 5656, 4460]",6,Cheque,7018008,Speed Commerce and Distribution,6,6,2011,3392438,NoPurchaseOrderNumberField,NoChequeNumberField
72020,"[3029, 18435, 5208, 10731]",4,Cheque,2000000,UNREADABLE NAME,14,12,2004,870363,NoPurchaseOrderNumberField,NoChequeNumberField
72023,"[1745, 18359, 2449, 13968, 3530, 5628]",6,Cheque,179000,MISSING NAME,30,7,2003,776865,NoPurchaseOrderNumberField,NoChequeNumberField
72024,[6258],1,Cheque,762000,MISSING NAME,15,10,2007,2394250,NoPurchaseOrderNumberField,NoChequeNumberField
72026,"[180, 19311, 18713, 7194, 4418, 2428]",6,Cheque,2394300,MSA,3,5,2010,3163624,NoPurchaseOrderNumberField,NoChequeNumberField
72028,"[15750, 18991, 6702, 4320, 9135]",5,Cheque,10692300,SNDP,3,4,2012,3593347,NoPurchaseOrderNumberField,NoChequeNumberField
72030,"[13632, 3097, 78]",3,Cheque,11846613,GTS Systems,28,3,2011,3360967,NoPurchaseOrderNumberField,NoChequeNumberField
72034,"[6288, 19153, 14811, 5160, 10654]",5,Cheque,MISSING,MISSING NAME,22,10,2007,2394264,NoPurchaseOrderNumberField,NoChequeNumberField
72035,[14159],1,Cheque,MISSING,General Froid,NaN,NaN,NaN,3392395,NoPurchaseOrderNumberField,NoChequeNumberField
72038,"[12475, 17402, 17002]",3,Cheque,45910034,UNREADABLE NAME,3,8,2010,3240618,NoPurchaseOrderNumberField,NoChequeNumberField
72039,[8342],1,Cheque,349930,Electro Nour el Houda,7,9,2008,2474474,NoPurchaseOrderNumberField,NoChequeNumberField
72043,"[1625, 6983, 9124]",3,Cheque,110000,MISSING NAME,4,6,2003,754225,NoPurchaseOrderNumberField,NoChequeNumberField
72046,"[10099, 17052, 7568, 19732, 14610]",5,Cheque,3000300,Sonatrak,2,7,2009,2635228,NoPurchaseOrderNumberField,NoChequeNumberField
72049,"[13954, 3568, 7043]",3,Cheque,688005,MISSING NAME,22,5,2006,957032,NoPurchaseOrderNumberField,NoChequeNumberField
72051,"[12894, 14845, 10781, 18141]",4,Cheque,75610945,El Ghussein Bachar,23,10,2010,3256941,NoPurchaseOrderNumberField,NoChequeNumberField
72052,"[3139, 15325, 13614, 5250]",4,Cheque,3000000,MISSING NAME,25,1,2005,918073,NoPurchaseOrderNumberField,NoChequeNumberField
72056,"[5194, 8952]",2,Cheque,5895000,MISSING NAME,2,1,2007,2155239,NoPurchaseOrderNumberField,NoChequeNumberField
72058,[8390],1,Cheque,900000,MISSING NAME,21,10,2008,2500200,NoPurchaseOrderNumberField,NoChequeNumberField
72061,"[13035, 18479, 5215, 14838]",4,Cheque,1217581,Hotel Sangho Tataouine,2,11,2010,3256964,NoPurchaseOrderNumberField,NoChequeNumberField
72062,"[6006, 17414, 328, 14622, 18135, 19754]",6,Cheque,200000,MISSING NAME,15,8,2007,2317850,NoPurchaseOrderNumberField,NoChequeNumberField
72063,"[102, 116]",2,Cheque,18200000,Mechichi Youssef B.Ali,1,10,2011,3494157,NoPurchaseOrderNumberField,NoChequeNumberField
72067,"[6825, 5469, 9350, 3398, 4337]",5,Cheque,840000,MISSING NAME,5,2,2008,2394332,NoPurchaseOrderNumberField,NoChequeNumberField
72069,"[8374, 13136]",2,Cheque,449707,UNREADABLE NAME,10,10,2008,2634868,NoPurchaseOrderNumberField,NoChequeNumberField
72071,[6665],1,Invoice/Facture,MISSING,Alitalia Linee Aeree Italiane,16,1,2008,2394484,NoPurchaseOrderNumberField,NoChequeNumberField
72072,"[2043, 10252, 19430]",3,Cheque,560819,MISSING NAME,16,12,2003,794840,NoPurchaseOrderNumberField,NoChequeNumberField
72074,"[15125, 10931, 13131]",3,Cheque,1925000,UNREADABLE NAME,1,12,2011,3521331,NoPurchaseOrderNumberField,NoChequeNumberField
72076,"[4444, 18020, 3557, 9503]",4,Cheque,690700,MISSING NAME,8,6,2006,952317,NoPurchaseOrderNumberField,NoChequeNumberField
72077,"[3557, 18020, 9503, 4444]",4,Cheque,727380,MISSING NAME,1,9,2005,909014,NoPurchaseOrderNumberField,NoChequeNumberField
72078,"[2050, 10646, 19420, 2923, 18144]",5,Cheque,194400,Steg,15,12,2003,794832,NoPurchaseOrderNumberField,NoChequeNumberField
72080,"[4586, 18049, 537, 2584, 3698, 7313, 12102]",7,Cheque,1500000,MISSING NAME,NaN,NaN,2004,1600095,NoPurchaseOrderNumberField,NoChequeNumberField
72082,"[14829, 18494]",2,Cheque,209740,CDF,27,9,2011,3494138,NoPurchaseOrderNumberField,NoChequeNumberField
72083,"[9912, 3741, 4599, 2618, 540, 12103]",6,Cheque,864017,GTS Systems,1,6,2009,2635195,NoPurchaseOrderNumberField,NoChequeNumberField
72084,"[9381, 3430, 1576, 6723, 5589]",5,Cheque,4303250,MISSING NAME,30,3,2007,2635255,NoPurchaseOrderNumberField,NoChequeNumberField
72086,"[3394, 11720, 4069, 17970, 17252, 17250]",6,Cheque,4577896,MISSING NAME,10,5,2005,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
72087,[13364],1,Cheque,771114,DSP,11,1,2011,3302159,NoPurchaseOrderNumberField,NoChequeNumberField
72089,"[323, 17019, 5892, 4788]",4,Cheque,3613899,MISSING NAME,7,9,2004,MISSING,NoPurchaseOrderNumberField,NoChequeNumberField
72092,"[4173, 15588, 1366, 5447]",4,Receipt,5001.31,MISSING NAME,NaN,NaN,NaN,FT/06135/00243,NoPurchaseOrderNumberField,NoChequeNumberField
72094,"[10513, 7199, 18159]",3,Cheque,MISSING,SNDP,8,9,2008,2750975,NoPurchaseOrderNumberField,NoChequeNumberField
72095,[14655],1,Cheque,67904049,CNSS,NaN,NaN,NaN,3494131,NoPurchaseOrderNumberField,NoChequeNumberField
72096,"[2040, 3886, 19426]",3,Cheque,380300,UNREADABLE NAME,1,8,2009,2634802,NoPurchaseOrderNumberField,NoChequeNumberField
